Keystroke,137,Keystroke,69,Keystroke,162,Keystroke,92,Keystroke,94,Keystroke,62,Keystroke,78,Keystroke
Keystroke,153,Keystroke,94,Keystroke,147,Keystroke,181,Keystroke,62,Keystroke,121,Keystroke,62,Keystroke
